"","Gene","APAP","Control.1","Control.2"
"24076","ENSG00000167770",664,460,386
"24077","ENSG00000133315",271,298,254
"24078","ENSG00000126500",123,104,84
"24079","ENSG00000256824",2,0,4
"24080","ENSG00000256481",39,25,9
"24081","ENSG00000256341",9,2,0
"24082","ENSG00000168439",2212,1763,2114
"24083","ENSG00000149781",1017,245,287
"24084","ENSG00000149743",294,271,295
"24085","ENSG00000149761",358,331,369
"24086","ENSG00000256116",2,3,2
"24087","ENSG00000110011",225,202,279
"24088","ENSG00000173511",344,402,291
"24089","ENSG00000173486",12,2,6
"24090","ENSG00000286264",12,3,16
"24091","ENSG00000173457",1280,694,754
"24092","ENSG00000256940",3,0,4
"24093","ENSG00000257086",2,3,5
"24094","ENSG00000149782",807,413,441
"24095","ENSG00000002330",220,162,243
"24096","ENSG00000173264",254,262,251
"24097","ENSG00000219435",0,0,0
"24098","ENSG00000173153",1182,1144,1095
"24099","ENSG00000173113",1283,606,692
"24100","ENSG00000126432",1921,1557,1807
"24101","ENSG00000236935",0,0,1
"24102","ENSG00000168071",333,238,181
"24103","ENSG00000162302",767,366,345
"24104","ENSG00000181908",0,4,2
"24105","ENSG00000168065",224,7,0
"24106","ENSG00000197891",38,0,0
"24107","ENSG00000110076",198,50,42
"24108","ENSG00000068831",148,155,112
"24109","ENSG00000068976",21,20,27
"24110","ENSG00000168066",3812,3326,2568
"24111","ENSG00000269038",2,10,2
"24112","ENSG00000168067",257,208,195
"24113","ENSG00000133895",706,465,532
"24114","ENSG00000171219",228,60,46
"24115","ENSG00000110047",1318,512,726
"24116","ENSG00000230835",4,2,2
"24117","ENSG00000229719",310,243,323
"24118","ENSG00000110046",2350,2020,1330
"24119","ENSG00000274986",1,2,2
"24120","ENSG00000274314",1,0,0
"24121","ENSG00000068971",209,300,287
"24122","ENSG00000149735",5,12,3
"24123","ENSG00000168070",7,13,13
"24124","ENSG00000168062",107,66,137
"24125","ENSG00000213465",79,41,60
"24126","ENSG00000273003",1,0,0
"24127","ENSG00000270775",0,1,1
"24128","ENSG00000110025",30,20,35
"24129","ENSG00000168061",152,73,96
"24130","ENSG00000168060",41,16,17
"24131","ENSG00000146670",452,8,19
"24132","ENSG00000162300",102,36,49
"24133","ENSG00000187066",16,19,5
"24134","ENSG00000149823",1440,1300,1267
"24135","ENSG00000149809",330,736,1637
"24136","ENSG00000174276",117,65,74
"24137","ENSG00000278952",10,11,7
"24138","ENSG00000149806",3130,1493,2349
"24139","ENSG00000162298",3276,2764,2283
"24140","ENSG00000149792",1156,756,874
"24141","ENSG00000204710",16,19,13
"24142","ENSG00000255200",17,31,18
"24143","ENSG00000254614",60,77,36
"24144","ENSG00000014216",2587,2479,2023
"24145","ENSG00000197847",11,32,6
"24146","ENSG00000287821",0,0,0
"24147","ENSG00000014138",199,47,50
"24148","ENSG00000285816",7,9,3
"24149","ENSG00000287917",16,9,16
"24150","ENSG00000149798",0,1,5
"24151","ENSG00000133884",566,478,471
"24152","ENSG00000173825",3,0,0
"24153","ENSG00000255478",3,3,2
"24154","ENSG00000162241",938,399,419
"24155","ENSG00000126391",852,505,387
"24156","ENSG00000245532",517847,438574,546780
"24157","ENSG00000275948",13,11,3
"24158","ENSG00000173727",6,10,9
"24159","ENSG00000279243",0,0,1
"24160","ENSG00000251562",301231,175988,173328
"24161","ENSG00000142186",2094,1831,1646
"24162","ENSG00000168056",1831,931,632
"24163","ENSG00000279093",0,1,0
"24164","ENSG00000260233",19,23,17
"24165","ENSG00000173465",232,153,164
"24166","ENSG00000176973",45,34,48
"24167","ENSG00000173442",2501,905,648
"24168","ENSG00000173338",10,5,4
"24169","ENSG00000173327",2838,2408,2064
"24170","ENSG00000197136",2300,1483,1176
"24171","ENSG00000213445",863,714,621
"24172","ENSG00000265874",2,7,6
"24173","ENSG00000173039",1455,1251,1018
"24174","ENSG00000285533",69,39,39
"24175","ENSG00000172977",302,241,222
"24176","ENSG00000172922",306,372,444
"24177","ENSG00000214659",0,3,0
"24178","ENSG00000255557",0,1,5
"24179","ENSG00000254470",1001,786,688
"24180","ENSG00000172818",3,0,0
"24181","ENSG00000255120",1,4,0
"24182","ENSG00000172757",7518,3077,3366
"24183","ENSG00000172803",94,68,39
"24184","ENSG00000172732",555,423,391
"24185","ENSG00000172638",360,265,180
"24186","ENSG00000172543",22,25,65
"24187","ENSG00000172500",817,398,446
"24188","ENSG00000175602",110,121,82
"24189","ENSG00000175592",62,85,4
"24190","ENSG00000175573",242,146,205
"24191","ENSG00000175550",734,397,450
"24192","ENSG00000175513",2,2,0
"24193","ENSG00000175467",1060,842,687
"24194","ENSG00000254867",0,0,4
"24195","ENSG00000175376",428,387,310
"24196","ENSG00000175334",418,296,359
"24197","ENSG00000175294",8,0,1
"24198","ENSG00000175229",2,0,0
"24199","ENSG00000286459",2,0,0
"24200","ENSG00000087365",4332,2752,2368
"24201","ENSG00000255038",3,2,3
"24202","ENSG00000175115",1545,618,581
"24203","ENSG00000255320",31,27,12
"24204","ENSG00000174996",259,146,123
"24205","ENSG00000254461",6,6,14
"24206","ENSG00000254855",0,1,5
"24207","ENSG00000174903",867,655,635
"24208","ENSG00000245156",32,42,29
"24209","ENSG00000174871",28,22,17
"24210","ENSG00000174851",1810,1230,1788
"24211","ENSG00000179292",16,2,2
"24212","ENSG00000174807",155,54,21
"24213","ENSG00000174791",96,41,16
"24214","ENSG00000254756",2,0,3
"24215","ENSG00000174744",738,505,393
"24216","ENSG00000174684",294,268,512
"24217","ENSG00000255468",257,205,323
"24218","ENSG00000174669",258,227,369
"24219","ENSG00000254510",0,3,0
"24220","ENSG00000174576",2,0,2
"24221","ENSG00000174547",620,466,580
"24222","ENSG00000254596",1,0,0
"24223","ENSG00000174516",154,148,151
"24224","ENSG00000255517",16,9,16
"24225","ENSG00000254986",1086,641,724
"24226","ENSG00000174483",33,19,37
"24227","ENSG00000286688",15,17,6
"24228","ENSG00000174165",445,259,299
"24229","ENSG00000248746",2,0,1
"24230","ENSG00000174080",960,599,1259
"24231","ENSG00000182791",10,10,2
"24232","ENSG00000173992",607,988,914
"24233","ENSG00000199325",0,0,0
"24234","ENSG00000239306",1641,1139,1777
"24235","ENSG00000248643",70,62,68
"24236","ENSG00000173933",504,674,547
"24237","ENSG00000173914",426,387,426
"24238","ENSG00000173898",3591,6498,2668
"24239","ENSG00000239553",10,20,2
"24240","ENSG00000173715",285,70,115
"24241","ENSG00000213409",9,2,4
"24242","ENSG00000254984",4,1,4
"24243","ENSG00000173653",414,531,384
"24244","ENSG00000173599",7539,10949,14178
"24245","ENSG00000173621",171,299,161
"24246","ENSG00000239099",7,5,7
"24247","ENSG00000266423",2,11,12
"24248","ENSG00000173237",8,0,2
"24249","ENSG00000173227",1223,365,621
"24250","ENSG00000283326",1,0,0
"24251","ENSG00000173156",793,627,590
"24252","ENSG00000173120",4224,3126,2629
"24253","ENSG00000179038",120,108,85
"24254","ENSG00000287934",39,36,24
"24255","ENSG00000173020",2067,1331,1118
"24256","ENSG00000172932",511,304,343
"24257","ENSG00000172830",511,353,322
"24258","ENSG00000287851",5,4,0
"24259","ENSG00000172613",268,209,200
"24260","ENSG00000175482",357,254,314
"24261","ENSG00000274251",7,4,9
"24262","ENSG00000201684",7,1,6
"24263","ENSG00000175505",86,65,21
"24264","ENSG00000275484",8,1,4
"24265","ENSG00000253024",6,0,0
"24266","ENSG00000172531",2413,1293,1657
"24267","ENSG00000175463",209,163,96
"24268","ENSG00000172508",63,104,92
"24269","ENSG00000175634",822,789,654
"24270","ENSG00000172725",1416,852,984
"24271","ENSG00000175514",0,2,2
"24272","ENSG00000175544",52,30,28
"24273","ENSG00000172663",357,193,239
"24274","ENSG00000110711",338,311,405
"24275","ENSG00000110697",927,395,447
"24276","ENSG00000167797",1091,691,1328
"24277","ENSG00000167791",0,0,0
"24278","ENSG00000084207",829,259,297
"24279","ENSG00000184224",5,7,7
"24280","ENSG00000167792",4017,2653,3917
"24281","ENSG00000231793",32,14,47
"24282","ENSG00000167799",340,124,454
"24283","ENSG00000167800",2,4,14
"24284","ENSG00000132744",418,336,498
"24285","ENSG00000227834",0,2,4
"24286","ENSG00000132746",0,2,2
"24287","ENSG00000239559",23,14,19
"24288","ENSG00000184795",5,2,1
"24289","ENSG00000235855",2,0,0
"24290","ENSG00000255147",1,0,0
"24291","ENSG00000227620",2,0,2
"24292","ENSG00000160172",43,43,79
"24293","ENSG00000273819",2,1,2
"24294","ENSG00000254792",0,0,0
"24295","ENSG00000251637",229,76,289
"24296","ENSG00000206587",0,2,0
"24297","ENSG00000243672",0,0,0
"24298","ENSG00000254610",0,2,0
"24299","ENSG00000254850",2,0,0
"24300","ENSG00000255554",0,0,2
"24301","ENSG00000110057",715,282,292
"24302","ENSG00000006534",368,98,161
"24303","ENSG00000255306",8,0,9
"24304","ENSG00000110717",973,776,914
"24305","ENSG00000110719",2441,1516,1787
"24306","ENSG00000275022",7,8,5
"24307","ENSG00000255031",31,39,37
"24308","ENSG00000110721",1426,1118,1200
"24309","ENSG00000255236",13,6,4
"24310","ENSG00000110066",2004,1653,1715
"24311","ENSG00000171067",1501,1231,1627
"24312","ENSG00000286369",3,1,0
"24313","ENSG00000162337",4686,4873,5185
"24314","ENSG00000110075",4005,3221,2748
"24315","ENSG00000254856",43,29,12
"24316","ENSG00000260808",6,14,14
"24317","ENSG00000069482",0,0,2
"24318","ENSG00000132749",21,10,20
"24319","ENSG00000110090",5768,6709,5296
"24320","ENSG00000250508",12,18,18
"24321","ENSG00000197345",651,386,314
"24322","ENSG00000132740",466,670,628
"24323","ENSG00000255741",7,5,1
"24324","ENSG00000261625",8,2,7
"24325","ENSG00000172935",31,65,78
"24326","ENSG00000256508",2,0,4
"24327","ENSG00000162341",429,483,289
"24328","ENSG00000287725",8,23,0
"24329","ENSG00000265539",2,5,0
"24330","ENSG00000260895",6,8,0
"24331","ENSG00000261070",2,4,8
"24332","ENSG00000284713",2,13,6
"24333","ENSG00000172927",139,20,2
"24334","ENSG00000213275",2,0,0
"24335","ENSG00000260877",3,4,0
"24336","ENSG00000255980",13,0,0
"24337","ENSG00000261347",10,0,2
"24338","ENSG00000255774",65,0,0
"24339","ENSG00000285094",1684,28,0
"24340","ENSG00000110092",11762,2993,1424
"24341","ENSG00000149716",373,237,282
"24342","ENSG00000162344",381,0,0
"24343","ENSG00000260348",8,0,0
"24344","ENSG00000260679",3,0,2
"24345","ENSG00000255191",19,92,65
"24346","ENSG00000254605",29,71,88
"24347","ENSG00000248844",41,110,141
"24348","ENSG00000254417",37,61,88
"24349","ENSG00000202070",2,4,1
"24350","ENSG00000131620",930,2710,1364
"24351","ENSG00000255143",4,10,6
"24352","ENSG00000168040",139,32,48
"24353","ENSG00000131626",2003,1708,1485
"24354","ENSG00000255329",28,31,21
"24355","ENSG00000254604",22,21,26
"24356","ENSG00000221333",6,7,4
"24357","ENSG00000254484",16,19,20
"24358","ENSG00000255539",8,13,9
"24359","ENSG00000254495",9,5,8
"24360","ENSG00000246889",74,54,44
"24361","ENSG00000085733",4489,2608,2352
"24362","ENSG00000162105",1929,2387,2318
"24363","ENSG00000227726",9,11,18
"24364","ENSG00000279459",63,42,84
"24365","ENSG00000226627",98,179,195
"24366","ENSG00000236262",31,45,73
"24367","ENSG00000207196",4,1,2
"24368","ENSG00000280089",2,12,7
"24369","ENSG00000171671",30,56,62
"24370","ENSG00000263744",13,2,2
"24371","ENSG00000286708",153,146,189
"24372","ENSG00000172893",2316,3714,5055
"24373","ENSG00000254682",38,62,76
"24374","ENSG00000172890",1704,1417,2300
"24375","ENSG00000278349",4,0,4
"24376","ENSG00000254924",0,6,3
"24377","ENSG00000244411",2,2,16
"24378","ENSG00000241233",2,4,4
"24379","ENSG00000254997",2,2,4
"24380","ENSG00000286948",0,1,2
"24381","ENSG00000204572",0,2,0
"24382","ENSG00000184055",2,0,0
"24383","ENSG00000255562",0,0,0
"24384","ENSG00000248671",54,61,89
"24385","ENSG00000254972",1,1,0
"24386","ENSG00000255319",4,2,6
"24387","ENSG00000285933",0,0,0
"24388","ENSG00000158483",142,94,95
"24389","ENSG00000254978",6,4,7
"24390","ENSG00000214534",18,20,22
"24391","ENSG00000184276",8,6,13
"24392","ENSG00000255157",4,9,6
"24393","ENSG00000254469",168,184,169
"24394","ENSG00000225805",13,2,9
"24395","ENSG00000228915",47,25,39
"24396","ENSG00000254593",11,25,35
"24397","ENSG00000137522",524,603,612
"24398","ENSG00000255296",12,8,9
"24399","ENSG00000137496",388,277,259
"24400","ENSG00000137497",3061,2064,2113
"24401","ENSG00000251143",42,45,58
"24402","ENSG00000207012",2,0,0
"24403","ENSG00000263742",1,1,0
"24404","ENSG00000284922",14,2,1
"24405","ENSG00000184154",134,125,103
"24406","ENSG00000149357",1126,748,734
"24407","ENSG00000110200",93,39,68
"24408","ENSG00000110203",4,8,7
"24409","ENSG00000204971",13,0,2
"24410","ENSG00000255860",1,2,2
"24411","ENSG00000110195",13,11,10
"24412","ENSG00000165457",584,49,232
"24413","ENSG00000165458",1870,1243,1248
"24414","ENSG00000162129",1395,946,1067
"24415","ENSG00000255843",19,8,13
"24416","ENSG00000256739",6,9,20
"24417","ENSG00000255672",5,6,3
"24418","ENSG00000256403",2,8,4
"24419","ENSG00000276109",2,0,2
"24420","ENSG00000274664",2,0,0
"24421","ENSG00000227467",39,24,12
"24422","ENSG00000186642",493,868,652
"24423","ENSG00000256633",5,4,1
"24424","ENSG00000251919",9,6,4
"24425","ENSG00000186635",2436,1907,1386
"24426","ENSG00000256007",1,0,0
"24427","ENSG00000286555",54,23,14
"24428","ENSG00000245148",109,80,66
"24429","ENSG00000244134",12,23,9
"24430","ENSG00000214530",3318,5421,6674
"24431","ENSG00000202522",3,9,14
"24432","ENSG00000265064",7,1,8
"24433","ENSG00000285693",13,19,12
"24434","ENSG00000168010",990,639,642
"24435","ENSG00000137478",1572,774,796
"24436","ENSG00000206638",3,1,1
"24437","ENSG00000234751",33,11,25
"24438","ENSG00000256568",1,0,2
"24439","ENSG00000215841",2,4,0
"24440","ENSG00000175591",169,279,435
"24441","ENSG00000171631",106,18,42
"24442","ENSG00000257038",2,8,0
"24443","ENSG00000110237",618,472,382
"24444","ENSG00000054967",357,146,79
"24445","ENSG00000054965",1920,1662,1894
"24446","ENSG00000256448",8,17,4
"24447","ENSG00000255786",15,2,2
"24448","ENSG00000256148",1,9,5
"24449","ENSG00000231726",7,14,15
"24450","ENSG00000270323",0,0,0
"24451","ENSG00000021300",68,46,25
"24452","ENSG00000175582",2892,3396,4040
"24453","ENSG00000255928",7,17,13
"24454","ENSG00000256034",0,1,0
"24455","ENSG00000175581",414,360,410
"24456","ENSG00000199975",9,20,1
"24457","ENSG00000256681",8,8,8
"24458","ENSG00000181924",1001,1092,1056
"24459","ENSG00000175575",431,268,344
"24460","ENSG00000256898",5,4,7
"24461","ENSG00000187726",3,11,0
"24462","ENSG00000175567",1006,216,152
"24463","ENSG00000287425",0,0,0
"24464","ENSG00000256189",2,0,0
"24465","ENSG00000256723",2,5,2
"24466","ENSG00000175564",32,25,22
"24467","ENSG00000168014",995,788,665
"24468","ENSG00000256098",3,0,2
"24469","ENSG00000214517",725,548,430
"24470","ENSG00000284736",4,2,0
"24471","ENSG00000280269",41,37,23
"24472","ENSG00000149380",56,93,35
"24473","ENSG00000206913",1,5,1
"24474","ENSG00000246211",0,0,0
"24475","ENSG00000165434",406,85,96
"24476","ENSG00000212961",2,0,0
"24477","ENSG00000254631",1,1,1
"24478","ENSG00000255440",0,2,0
"24479","ENSG00000175538",117,46,77
"24480","ENSG00000255444",1,0,0
"24481","ENSG00000254974",0,0,3
"24482","ENSG00000175536",42,56,72
"24483","ENSG00000254837",93,28,36
"24484","ENSG00000077514",679,311,255
"24485","ENSG00000254500",2,3,1
"24486","ENSG00000223202",0,0,0
"24487","ENSG00000054938",158,127,173
"24488","ENSG00000279353",2,12,4
"24489","ENSG00000227615",177,177,184
"24490","ENSG00000166439",1295,1258,1185
"24491","ENSG00000166435",499,906,723
"24492","ENSG00000278879",106,232,143
"24493","ENSG00000242999",7,11,21
"24494","ENSG00000241170",129,125,61
"24495","ENSG00000286943",45,109,69
"24496","ENSG00000118363",1179,1088,978
"24497","ENSG00000200152",19,9,12
"24498","ENSG00000162139",1259,826,901
"24499","ENSG00000284722",0,5,18
"24500","ENSG00000171561",5,2,3
"24501","ENSG00000255395",0,2,0
"24502","ENSG00000137491",8973,9083,11305
"24503","ENSG00000255136",49,45,29
"24504","ENSG00000255460",0,0,2
"24505","ENSG00000261594",2,1,4
"24506","ENSG00000137486",870,605,383
"24507","ENSG00000199090",4,8,0
"24508","ENSG00000149273",7124,3770,5607
"24509","ENSG00000206941",1,0,0
"24510","ENSG00000207445",297,204,146
"24511","ENSG00000149243",51,17,21
"24512","ENSG00000158555",286,242,199
"24513","ENSG00000254460",2,2,0
"24514","ENSG00000149257",1807,960,1182
"24515","ENSG00000255326",6,0,2
"24516","ENSG00000171533",56,34,36
"24517","ENSG00000255434",2,0,2
"24518","ENSG00000166391",1870,1396,4708
"24519","ENSG00000062282",2643,3221,5436
"24520","ENSG00000254826",39,7,60
"24521","ENSG00000254814",19,9,8
"24522","ENSG00000255507",17,5,14
"24523","ENSG00000198382",801,709,673
"24524","ENSG00000200256",4,0,2
"24525","ENSG00000199362",1,0,0
"24526","ENSG00000255255",8,8,0
"24527","ENSG00000255081",7,4,5
"24528","ENSG00000223013",3,2,0
"24529","ENSG00000254915",3,8,6
"24530","ENSG00000255421",10,12,6
"24531","ENSG00000085741",54,49,73
"24532","ENSG00000254933",3,3,0
"24533","ENSG00000255362",4,5,0
"24534","ENSG00000137492",1126,881,924
"24535","ENSG00000179240",150,61,104
"24536","ENSG00000255135",46,21,24
"24537","ENSG00000158636",904,721,677
"24538","ENSG00000255363",4,2,0
"24539","ENSG00000255479",4,0,0
"24540","ENSG00000254810",9,17,4
"24541","ENSG00000236304",41,35,13
"24542","ENSG00000137507",969,562,492
"24543","ENSG00000254975",0,2,0
"24544","ENSG00000204529",12,37,11
"24545","ENSG00000254632",100,95,62
"24546","ENSG00000182704",4476,13496,8549
"24547","ENSG00000255100",11,21,9
"24548","ENSG00000261578",525,980,400
"24549","ENSG00000078124",1716,866,914
"24550","ENSG00000254988",19,5,4
"24551","ENSG00000198488",3,1,0
"24552","ENSG00000149260",1642,2370,2739
"24553","ENSG00000254550",11,11,33
"24554","ENSG00000137474",2812,3101,2814
"24555","ENSG00000178795",31,45,122
"24556","ENSG00000224829",0,0,2
"24557","ENSG00000149269",724,465,399
"24558","ENSG00000268635",1,1,0
"24559","ENSG00000074201",2059,2116,1925
"24560","ENSG00000238880",11,0,0
"24561","ENSG00000178301",289,331,403
"24562","ENSG00000048649",1814,1308,1388
"24563","ENSG00000206816",0,1,2
"24564","ENSG00000254985",23,32,24
"24565","ENSG00000227376",11,12,24
"24566","ENSG00000255409",10,19,11
"24567","ENSG00000219529",4,0,1
"24568","ENSG00000087884",99,79,107
"24569","ENSG00000254459",15,9,7
"24570","ENSG00000254691",18,8,13
"24571","ENSG00000255449",28,11,16
"24572","ENSG00000241782",13,18,13
"24573","ENSG00000149262",753,639,518
"24574","ENSG00000255115",12,2,3
"24575","ENSG00000151364",84,50,42
"24576","ENSG00000254675",1,3,0
"24577","ENSG00000151365",759,882,3023
"24578","ENSG00000151366",669,774,833
"24579","ENSG00000159063",1409,1115,984
"24580","ENSG00000252494",8,6,7
"24581","ENSG00000246174",103,105,136
"24582","ENSG00000188997",497,486,438
"24583","ENSG00000118369",701,774,470
"24584","ENSG00000033327",954,473,453
"24585","ENSG00000288538",122,95,113
"24586","ENSG00000254420",3,6,2
"24587","ENSG00000288393",97,39,30
"24588","ENSG00000254649",11,16,3
"24589","ENSG00000251323",48,30,14
"24590","ENSG00000137513",599,526,515
"24591","ENSG00000255084",21,22,22
"24592","ENSG00000254697",0,0,0
"24593","ENSG00000149256",29,21,3
"24594","ENSG00000254885",2,0,0
"24595","ENSG00000254471",2,0,2
"24596","ENSG00000254434",0,2,0
"24597","ENSG00000255178",0,0,0
"24598","ENSG00000287912",0,0,0
"24599","ENSG00000245832",0,0,0
"24600","ENSG00000227097",1131,403,502
"24601","ENSG00000182103",2,0,0
"24602","ENSG00000255382",17,4,4
"24603","ENSG00000137509",3124,2223,2482
"24604","ENSG00000254441",19,11,3
"24605","ENSG00000165490",210,13,33
"24606","ENSG00000254698",2,4,5
"24607","ENSG00000137502",517,375,374
"24608","ENSG00000254522",12,2,4
"24609","ENSG00000207221",3,1,0
"24610","ENSG00000246067",532,496,448
"24611","ENSG00000255503",1,1,14
"24612","ENSG00000279900",25,24,16
"24613","ENSG00000254965",11,4,4
"24614","ENSG00000255051",0,0,0
"24615","ENSG00000165494",2122,1866,1822
"24616","ENSG00000254676",31,27,25
"24617","ENSG00000247137",140,224,136
"24618","ENSG00000137494",157,171,168
"24619","ENSG00000255541",0,0,0
"24620","ENSG00000254551",1,6,0
"24621","ENSG00000137500",894,650,752
"24622","ENSG00000255234",22,5,22
"24623","ENSG00000255003",8,0,4
"24624","ENSG00000274004",0,1,0
"24625","ENSG00000150672",248,186,360
"24626","ENSG00000255311",15,1,24
"24627","ENSG00000254629",3,2,2
"24628","ENSG00000250257",8,3,4
"24629","ENSG00000254713",2,2,3
"24630","ENSG00000240174",0,5,8
"24631","ENSG00000254787",6,3,4
"24632","ENSG00000274006",0,0,6
"24633","ENSG00000276179",4,9,10
"24634","ENSG00000255555",5,11,10
"24635","ENSG00000255396",13,13,16
"24636","ENSG00000213305",13,18,33
"24637","ENSG00000254684",2,2,3
"24638","ENSG00000254897",21,6,19
"24639","ENSG00000206583",1,0,3
"24640","ENSG00000171204",507,405,529
"24641","ENSG00000171202",356,282,337
"24642","ENSG00000137504",2241,1894,2061
"24643","ENSG00000179071",27,9,3
"24644","ENSG00000137501",625,597,329
"24645","ENSG00000279742",6,8,0
"24646","ENSG00000150676",6,2,3
"24647","ENSG00000255005",2,0,0
"24648","ENSG00000254479",0,0,0
"24649","ENSG00000073921",5694,4153,4863
"24650","ENSG00000254502",10,11,7
"24651","ENSG00000074266",539,368,387
"24652","ENSG00000254783",25,53,36
"24653","ENSG00000255222",2,10,3
"24654","ENSG00000149196",348,372,347
"24655","ENSG00000239856",4,6,6
"24656","ENSG00000149201",20,59,22
"24657","ENSG00000254733",5,6,0
"24658","ENSG00000254727",2,5,2
"24659","ENSG00000278989",46,23,15
"24660","ENSG00000151376",522,262,210
"24661","ENSG00000254731",1,10,12
"24662","ENSG00000255250",2,6,3
"24663","ENSG00000150687",1369,1006,556
"24664","ENSG00000271318",0,2,0
"24665","ENSG00000197882",22,6,3
"24666","ENSG00000269895",4,7,2
"24667","ENSG00000255203",10,4,4
"24668","ENSG00000255471",43,16,28
"24669","ENSG00000280339",40,44,50
"24670","ENSG00000174804",927,1455,1505
"24671","ENSG00000246523",15,17,26
"24672","ENSG00000254748",2,7,2
"24673","ENSG00000166575",1313,1559,1220
"24674","ENSG00000254843",90,79,61
"24675","ENSG00000279836",22,42,22
"24676","ENSG00000213287",21,32,19
"24677","ENSG00000254582",6,16,22
"24678","ENSG00000255391",0,0,2
"24679","ENSG00000279701",3,4,1
"24680","ENSG00000278929",0,0,2
"24681","ENSG00000223015",0,0,1
"24682","ENSG00000255183",2,0,3
"24683","ENSG00000279341",9,5,15
"24684","ENSG00000254650",0,2,2
"24685","ENSG00000279793",0,0,0
"24686","ENSG00000285835",6,0,0
"24687","ENSG00000255516",1,0,0
"24688","ENSG00000255241",2,0,1
"24689","ENSG00000206690",0,0,1
"24690","ENSG00000123892",43,10,12
"24691","ENSG00000279733",0,3,2
"24692","ENSG00000109861",4197,850,1266
"24693","ENSG00000249489",0,1,0
"24694","ENSG00000288018",5,0,0
"24695","ENSG00000255082",2,0,0
"24696","ENSG00000168959",2,0,0
"24697","ENSG00000077498",2,0,0
"24698","ENSG00000086991",44,1,0
"24699","ENSG00000279697",2,0,0
"24700","ENSG00000134612",232,591,336
"24701","ENSG00000255385",0,0,6
"24702","ENSG00000250946",0,0,0
"24703","ENSG00000204455",0,0,1
"24704","ENSG00000254558",0,0,0
"24705","ENSG00000225581",2,0,0
"24706","ENSG00000286665",2,0,0
"24707","ENSG00000077616",125,84,80
"24708","ENSG00000280385",203,194,227
"24709","ENSG00000110172",1220,1280,1169
"24710","ENSG00000280367",0,10,4
"24711","ENSG00000261645",16,5,24
"24712","ENSG00000214391",97,26,31
"24713","ENSG00000280430",1,0,5
"24714","ENSG00000280085",0,0,1
"24715","ENSG00000279209",2,0,0
"24716","ENSG00000255187",0,0,2
"24717","ENSG00000255332",0,1,0
"24718","ENSG00000165323",37,105,65
"24719","ENSG00000235547",0,0,0
"24720","ENSG00000282916",0,0,0
"24721","ENSG00000254874",1,1,1
"24722","ENSG00000134640",2,3,0
"24723","ENSG00000242807",5,2,0
"24724","ENSG00000278892",4,2,0
"24725","ENSG00000279304",0,2,0
"24726","ENSG00000180773",708,628,448
"24727","ENSG00000255445",25,18,3
"24728","ENSG00000280379",29,29,2
"24729","ENSG00000279269",0,9,0
"24730","ENSG00000233737",1,0,0
"24731","ENSG00000255233",5,2,0
"24732","ENSG00000279684",12,5,12
"24733","ENSG00000165325",52,22,16
"24734","ENSG00000166002",629,434,416
"24735","ENSG00000234106",42,33,19
"24736","ENSG00000166004",1175,712,563
"24737","ENSG00000199875",7,2,5
"24738","ENSG00000254911",103,60,109
"24739","ENSG00000279696",53,44,62
"24740","ENSG00000166012",2226,1978,1521
"24741","ENSG00000202314",22,20,9
"24742","ENSG00000182919",1263,1588,1804
"24743","ENSG00000042429",303,280,220
"24744","ENSG00000214376",7,2,4
"24745","ENSG00000181333",126,48,29
"24746","ENSG00000227593",0,0,2
"24747","ENSG00000110218",596,480,492
"24748","ENSG00000250519",38,26,17
"24749","ENSG00000256745",136,53,68
"24750","ENSG00000183560",0,0,0
"24751","ENSG00000123901",4,4,0
"24752","ENSG00000020922",938,614,517
"24753","ENSG00000221230",1,6,2
"24754","ENSG00000255893",54,44,14
"24755","ENSG00000168876",257,178,232
"24756","ENSG00000257057",1,2,14
"24757","ENSG00000134627",68,18,54
"24758","ENSG00000196371",297,70,134
"24759","ENSG00000255929",0,2,0
"24760","ENSG00000280167",5,0,5
"24761","ENSG00000255666",1,2,0
"24762","ENSG00000166025",1734,3796,2509
"24763","ENSG00000256469",0,1,1
"24764","ENSG00000213368",1,9,6
"24765","ENSG00000150316",774,630,623
"24766","ENSG00000186280",35,4,14
"24767","ENSG00000255653",0,0,2
"24768","ENSG00000235268",4,2,4
"24769","ENSG00000274486",0,0,0
"24770","ENSG00000256779",0,1,2
"24771","ENSG00000277984",2,2,0
"24772","ENSG00000263465",735,842,690
"24773","ENSG00000149218",777,495,515
"24774","ENSG00000270689",8,5,8
"24775","ENSG00000270578",0,2,1
"24776","ENSG00000245552",48,29,54
"24777","ENSG00000149212",1389,528,1340
"24778","ENSG00000282834",13,6,14
"24779","ENSG00000250390",0,3,0
"24780","ENSG00000077458",942,885,766
"24781","ENSG00000166037",1603,1366,1361
"24782","ENSG00000087053",922,551,495
"24783","ENSG00000222578",1,0,4
"24784","ENSG00000242993",0,2,0
"24785","ENSG00000184384",652,247,203
"24786","ENSG00000285921",15,6,3
"24787","ENSG00000149231",1366,1033,959
"24788","ENSG00000183340",160,102,113
"24789","ENSG00000254939",0,5,0
"24790","ENSG00000149972",2,2,0
"24791","ENSG00000255547",1,0,1
"24792","ENSG00000255059",2,1,0
"24793","ENSG00000248027",16,8,2
"24794","ENSG00000165895",1443,1120,983
"24795","ENSG00000200047",11,7,5
"24796","ENSG00000082175",83,32,58
"24797","ENSG00000282728",0,2,2
